,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate,DisciplineDenominator,DisciplineNumerator,DisciplineRate,DistrictCode_y,Expenditure
453,Spokane,32363.0,West Valley School District (Spokane),1842.0,Spokane Valley Transition School,5,12th Grade,67.0,29.0,2.0,36.0,1.0,0.0,1.0,7.0,0.0,5.0,53.0,0.0,0.0,2.0,2.0,47.0,0.0,0.0,17.0,0.0,5.0,67.0,67.0,65.0,65.0,20.0,67.0,83.0,7.0,,1.0,4.0,18.0,3.0,87.0,46.0,18.0,23.0,0.5287,Count Suppressed,Count Suppressed,<3%,32363.0,1729909.5
454,Spokane,32363.0,West Valley School District (Spokane),3195.0,West Valley High School,P,12th Grade,202.0,109.0,1.0,92.0,0.0,8.0,5.0,11.0,1.0,18.0,159.0,4.0,0.0,17.0,2.0,80.0,0.0,1.0,3.0,5.0,26.0,198.0,200.0,185.0,200.0,122.0,202.0,206.0,13.0,,,1.0,1.0,17.0,202.0,194.0,6.0,2.0,0.9604,211,3,1.40%,32363.0,10873142.9
455,Yakima,39208.0,West Valley School District (Yakima),3074.0,West Valley High School,P,12th Grade,373.0,169.0,0.0,204.0,1.0,11.0,5.0,99.0,0.0,11.0,246.0,13.0,0.0,27.0,12.0,147.0,1.0,4.0,22.0,6.0,43.0,360.0,369.0,346.0,361.0,226.0,372.0,358.0,41.0,,13.0,14.0,18.0,33.0,366.0,305.0,16.0,45.0,0.8333,Count Suppressed,Count Suppressed,4.20%,39208.0,13450257.8
456,Yakima,39208.0,West Valley School District (Yakima),5506.0,WEST VALLEY VIRTUAL ACADEMY 9-12,5,12th Grade,43.0,17.0,0.0,26.0,1.0,3.0,1.0,10.0,1.0,1.0,26.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,15.0,1.0,0.0,42.0,43.0,42.0,43.0,34.0,43.0,38.0,61.0,,,24.0,40.0,24.0,75.0,4.0,7.0,64.0,0.0533,Count Suppressed,Count Suppressed,<3%,39208.0,149679.8
457,Lewis,21303.0,White Pass School District,2859.0,White Pass Jr. Sr. High School,P,12th Grade,38.0,19.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,1.0,34.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,4.0,1.0,4.0,38.0,38.0,38.0,34.0,19.0,38.0,41.0,2.0,,,2.0,6.0,2.0,41.0,31.0,2.0,8.0,0.7561,Count Suppressed,Count Suppressed,<8%,21303.0,3575849.3
458,Pierce,27416.0,White River School District,4569.0,White River High School,P,12th Grade,308.0,134.0,0.0,174.0,5.0,8.0,2.0,33.0,1.0,9.0,250.0,5.0,0.0,22.0,3.0,77.0,0.0,1.0,11.0,14.0,50.0,303.0,307.0,286.0,305.0,231.0,308.0,283.0,27.0,1.0,2.0,3.0,5.0,27.0,283.0,264.0,8.0,11.0,0.9329,316,11,3.50%,27416.0,16121469.9
459,Klickitat,20405.0,White Salmon Valley School District,2330.0,Columbia High School,P,12th Grade,92.0,42.0,0.0,50.0,2.0,2.0,0.0,26.0,0.0,2.0,60.0,4.0,0.0,11.0,5.0,33.0,3.0,1.0,3.0,5.0,14.0,88.0,90.0,81.0,87.0,59.0,89.0,94.0,11.0,,1.0,1.0,2.0,16.0,89.0,82.0,3.0,4.0,0.9213,Count Suppressed,Count Suppressed,<3%,20405.0,5281474.2
460,Klickitat,20405.0,White Salmon Valley School District,5077.0,White Salmon Academy,A,12th Grade,15.0,6.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,4.0,0.0,0.0,3.0,11.0,1.0,0.0,3.0,2.0,1.0,11.0,15.0,15.0,12.0,4.0,14.0,12.0,5.0,,,1.0,2.0,1.0,16.0,12.0,1.0,3.0,0.75,Count Suppressed,Count Suppressed,<10%,20405.0,245089.6
461,Lewis,21232.0,Winlock School District,1829.0,Winolequa Learning Academy,A,12th Grade,13.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,0.0,4.0,13.0,13.0,13.0,9.0,0.0,13.0,14.0,3.0,,,,1.0,2.0,15.0,10.0,4.0,1.0,0.6667,Count Suppressed,Count Suppressed,<10%,21232.0,387481.0
462,,,,5246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,8404.0,307659.7
463,Cowlitz,8404.0,Woodland School District,1795.0,Woodland Alternative School,A,12th Grade,30.0,14.0,0.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,27.0,0.0,0.0,1.0,4.0,15.0,0.0,1.0,9.0,3.0,4.0,30.0,30.0,29.0,26.0,15.0,30.0,36.0,5.0,,1.0,6.0,7.0,2.0,39.0,16.0,9.0,14.0,0.4103,Count Suppressed,Count Suppressed,<7%,8404.0,770717.1
464,Cowlitz,8404.0,Woodland School District,3546.0,Woodland High School,P,12th Grade,193.0,86.0,0.0,107.0,0.0,2.0,1.0,31.0,0.0,8.0,151.0,4.0,0.0,61.0,8.0,84.0,1.0,5.0,11.0,2.0,31.0,189.0,193.0,132.0,185.0,109.0,192.0,174.0,28.0,1.0,4.0,4.0,7.0,26.0,176.0,154.0,6.0,16.0,0.875,205,5,2.40%,8404.0,10322531.4
465,Yakima,39007.0,Yakima School District,2116.0,Davis High School,P,12th Grade,540.0,286.0,0.0,254.0,3.0,5.0,6.0,449.0,0.0,15.0,62.0,93.0,0.0,56.0,7.0,384.0,49.0,0.0,27.0,11.0,59.0,447.0,539.0,484.0,533.0,156.0,491.0,517.0,32.0,9.0,3.0,11.0,19.0,44.0,505.0,426.0,37.0,42.0,0.8436,Count Suppressed,Count Suppressed,2.20%,39007.0,27474758.0
466,Yakima,39007.0,Yakima School District,3206.0,Eisenhower High School,P,12th Grade,552.0,279.0,0.0,273.0,4.0,2.0,5.0,401.0,0.0,12.0,128.0,113.0,0.0,36.0,16.0,392.0,63.0,9.0,49.0,18.0,75.0,439.0,547.0,516.0,536.0,160.0,489.0,517.0,66.0,2.0,6.0,38.0,29.0,73.0,510.0,396.0,39.0,75.0,0.7765,589,34,5.80%,39007.0,25617146.1
467,Yakima,39007.0,Yakima School District,4093.0,Stanton Academy,A,12th Grade,122.0,67.0,0.0,55.0,4.0,0.0,3.0,91.0,0.0,6.0,18.0,28.0,0.0,1.0,19.0,113.0,37.0,1.0,41.0,9.0,10.0,94.0,118.0,121.0,103.0,9.0,85.0,81.0,17.0,2.0,7.0,13.0,27.0,9.0,89.0,13.0,27.0,49.0,0.1461,151,13,8.60%,39007.0,4537883.0
468,Yakima,39007.0,Yakima School District,5153.0,Yakima Online,A,12th Grade,33.0,23.0,0.0,10.0,0.0,0.0,0.0,23.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,22.0,3.0,0.0,13.0,2.0,3.0,29.0,32.0,33.0,33.0,11.0,30.0,23.0,5.0,1.0,,1.0,4.0,5.0,23.0,8.0,9.0,6.0,0.3478,Count Suppressed,Count Suppressed,<6%,39007.0,853457.3
469,,,,5052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,,,,,14.0,0.0,0.0,0.0,0.0,,,,,34002.0,8558680.1
470,Thurston,34002.0,Yelm School District,1627.0,Yelm Extension School,A,12th Grade,86.0,48.0,0.0,38.0,0.0,1.0,3.0,7.0,0.0,6.0,69.0,0.0,0.0,0.0,0.0,47.0,0.0,6.0,30.0,4.0,3.0,86.0,85.0,86.0,86.0,39.0,86.0,64.0,10.0,,3.0,4.0,18.0,16.0,58.0,17.0,16.0,25.0,0.2931,Count Suppressed,Count Suppressed,<2%,34002.0,1197623.1
471,Thurston,34002.0,Yelm School District,2633.0,Yelm High School 12,P,12th Grade,380.0,197.0,0.0,183.0,2.0,4.0,6.0,50.0,5.0,34.0,279.0,6.0,0.0,37.0,9.0,135.0,1.0,10.0,28.0,20.0,64.0,374.0,378.0,343.0,371.0,245.0,379.0,321.0,62.0,,2.0,4.0,7.0,52.0,331.0,305.0,13.0,13.0,0.9215,396,14,3.50%,34002.0,19862719.6
472,,,,2481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,,,,,13.0,0.0,0.0,0.0,0.0,,,,,34002.0,9039540.0
473,Yakima,39205.0,Zillah School District,2240.0,Zillah High School,P,12th Grade,112.0,50.0,0.0,62.0,2.0,0.0,0.0,46.0,0.0,4.0,60.0,6.0,0.0,4.0,3.0,50.0,8.0,1.0,5.0,4.0,5.0,106.0,112.0,108.0,109.0,62.0,104.0,114.0,8.0,2.0,2.0,1.0,3.0,7.0,115.0,105.0,2.0,8.0,0.913,Count Suppressed,Count Suppressed,<3%,39205.0,5832535.3
